date,iso,country,geoName,geoCode,coronavirus,covid,dry cough,fever,shortness of breath,face mask
2020-01-01,US,United States,Alabama,US-AL,0,0,0,12,25,2
2020-01-02,US,United States,Alabama,US-AL,0,0,32,39,23,1
2020-01-03,US,United States,Alabama,US-AL,0,0,0,35,44,2
2020-01-04,US,United States,Alabama,US-AL,0,0,17,19,24,3
2020-01-05,US,United States,Alabama,US-AL,0,0,18,24,37,0
2020-01-06,US,United States,Alabama,US-AL,0,0,0,26,22,0
2020-01-07,US,United States,Alabama,US-AL,0,0,0,27,22,3
2020-01-08,US,United States,Alabama,US-AL,0,0,0,21,22,1
2020-01-09,US,United States,Alabama,US-AL,0,0,0,22,0,3
2020-01-10,US,United States,Alabama,US-AL,0,0,0,25,21,1
2020-01-11,US,United States,Alabama,US-AL,0,0,0,18,45,1
2020-01-12,US,United States,Alabama,US-AL,0,0,0,32,48,0
2020-01-13,US,United States,Alabama,US-AL,0,0,0,34,39,1
2020-01-14,US,United States,Alabama,US-AL,0,0,0,20,18,2
2020-01-15,US,United States,Alabama,US-AL,0,0,14,37,0,3
2020-01-16,US,United States,Alabama,US-AL,0,0,15,27,21,1
2020-01-17,US,United States,Alabama,US-AL,0,0,0,16,22,3
2020-01-18,US,United States,Alabama,US-AL,0,0,0,23,24,4
2020-01-19,US,United States,Alabama,US-AL,0,0,0,42,36,3
2020-01-20,US,United States,Alabama,US-AL,0,0,16,21,22,1
2020-01-21,US,United States,Alabama,US-AL,3,0,0,30,21,2
2020-01-22,US,United States,Alabama,US-AL,3,0,31,34,0,5
2020-01-23,US,United States,Alabama,US-AL,2,0,0,36,21,3
2020-01-24,US,United States,Alabama,US-AL,4,0,0,31,43,4
2020-01-25,US,United States,Alabama,US-AL,6,0,0,36,25,0
2020-01-26,US,United States,Alabama,US-AL,6,0,0,44,23,6
2020-01-27,US,United States,Alabama,US-AL,7,0,14,35,0,2
2020-01-28,US,United States,Alabama,US-AL,5,0,15,37,21,4
2020-01-29,US,United States,Alabama,US-AL,6,0,0,35,17,3
2020-01-30,US,United States,Alabama,US-AL,8,0,0,33,17,2
2020-01-31,US,United States,Alabama,US-AL,8,0,12,40,0,4
2020-02-01,US,United States,Alabama,US-AL,5,0,0,42,18,3
2020-02-02,US,United States,Alabama,US-AL,5,0,0,44,0,3
2020-02-03,US,United States,Alabama,US-AL,4,0,0,36,15,1
2020-02-04,US,United States,Alabama,US-AL,4,0,11,41,0,4
2020-02-05,US,United States,Alabama,US-AL,3,0,11,31,31,2
2020-02-06,US,United States,Alabama,US-AL,3,0,0,50,0,0
2020-02-07,US,United States,Alabama,US-AL,4,0,12,22,16,2
2020-02-08,US,United States,Alabama,US-AL,4,0,26,33,19,3
2020-02-09,US,United States,Alabama,US-AL,4,0,0,34,29,6
2020-02-10,US,United States,Alabama,US-AL,3,0,11,25,32,1
2020-02-11,US,United States,Alabama,US-AL,3,0,0,40,0,2
2020-02-12,US,United States,Alabama,US-AL,4,1,23,41,48,1
2020-02-13,US,United States,Alabama,US-AL,4,1,0,32,32,2
2020-02-14,US,United States,Alabama,US-AL,2,0,0,21,17,3
2020-02-15,US,United States,Alabama,US-AL,2,0,0,31,0,3
2020-02-16,US,United States,Alabama,US-AL,2,0,0,32,18,2
2020-02-17,US,United States,Alabama,US-AL,3,0,0,33,25,3
2020-02-18,US,United States,Alabama,US-AL,2,0,0,30,0,4
2020-02-19,US,United States,Alabama,US-AL,3,0,56,39,20,0
2020-02-20,US,United States,Alabama,US-AL,2,0,14,24,20,2
2020-02-21,US,United States,Alabama,US-AL,2,0,0,39,61,4
2020-02-22,US,United States,Alabama,US-AL,4,1,0,17,24,1
2020-02-23,US,United States,Alabama,US-AL,8,1,0,42,24,6
2020-02-24,US,United States,Alabama,US-AL,7,1,0,36,20,4
2020-02-25,US,United States,Alabama,US-AL,9,0,0,30,30,4
2020-02-26,US,United States,Alabama,US-AL,12,2,14,38,0,18
2020-02-27,US,United States,Alabama,US-AL,14,2,14,27,20,9
2020-02-28,US,United States,Alabama,US-AL,14,1,29,39,20,11
2020-02-29,US,United States,Alabama,US-AL,12,1,0,29,48,10
2020-03-01,US,United States,Alabama,US-AL,12,2,0,34,0,7
2020-03-02,US,United States,Alabama,US-AL,13,4,0,37,29,8
2020-03-03,US,United States,Alabama,US-AL,17,4,0,35,19,5
2020-03-04,US,United States,Alabama,US-AL,13,3,0,37,0,5
2020-03-05,US,United States,Alabama,US-AL,18,4,14,36,20,5
2020-03-06,US,United States,Alabama,US-AL,19,5,15,29,20,4
2020-03-07,US,United States,Alabama,US-AL,20,5,0,39,0,6
2020-03-08,US,United States,Alabama,US-AL,19,4,0,29,49,6
2020-03-09,US,United States,Alabama,US-AL,25,7,0,44,40,5
2020-03-10,US,United States,Alabama,US-AL,28,10,0,55,0,4
2020-03-11,US,United States,Alabama,US-AL,37,13,0,55,20,1
2020-03-12,US,United States,Alabama,US-AL,84,29,14,48,49,7
2020-03-13,US,United States,Alabama,US-AL,100,43,14,45,40,9
2020-03-14,US,United States,Alabama,US-AL,75,42,0,62,74,8
2020-03-15,US,United States,Alabama,US-AL,96,48,17,50,35,7
2020-03-16,US,United States,Alabama,US-AL,91,66,29,79,61,13
2020-03-17,US,United States,Alabama,US-AL,82,65,59,100,21,4
2020-03-18,US,United States,Alabama,US-AL,78,67,73,79,41,5
2020-03-19,US,United States,Alabama,US-AL,75,78,44,97,41,4
2020-03-20,US,United States,Alabama,US-AL,69,78,100,71,39,15
2020-03-21,US,United States,Alabama,US-AL,68,73,48,52,68,14
2020-03-22,US,United States,Alabama,US-AL,68,72,49,58,45,15
2020-03-23,US,United States,Alabama,US-AL,65,78,67,75,94,26
2020-03-24,US,United States,Alabama,US-AL,59,70,57,67,60,12
2020-03-25,US,United States,Alabama,US-AL,60,79,29,68,30,10
2020-03-26,US,United States,Alabama,US-AL,65,96,44,62,41,13
2020-03-27,US,United States,Alabama,US-AL,64,92,14,55,49,10
2020-03-28,US,United States,Alabama,US-AL,57,84,81,85,23,20
2020-03-29,US,United States,Alabama,US-AL,52,83,47,66,33,14
2020-03-30,US,United States,Alabama,US-AL,50,100,14,51,30,14
2020-03-31,US,United States,Alabama,US-AL,47,84,27,51,47,28
2020-04-01,US,United States,Alabama,US-AL,50,91,0,61,20,21
2020-04-02,US,United States,Alabama,US-AL,48,85,28,54,70,38
2020-04-03,US,United States,Alabama,US-AL,58,86,0,55,100,69
2020-04-04,US,United States,Alabama,US-AL,58,80,81,45,56,100
2020-04-05,US,United States,Alabama,US-AL,56,75,31,40,77,56
2020-01-01,US,United States,Alaska,US-AK,0,0,0,50,72,7
2020-01-02,US,United States,Alaska,US-AK,0,0,0,0,0,6
2020-01-03,US,United States,Alaska,US-AK,0,0,56,56,0,6
2020-01-04,US,United States,Alaska,US-AK,0,0,0,61,0,7
2020-01-05,US,United States,Alaska,US-AK,0,0,0,60,0,7
2020-01-06,US,United States,Alaska,US-AK,0,0,0,28,0,6
2020-01-07,US,United States,Alaska,US-AK,0,0,0,0,0,0
2020-01-08,US,United States,Alaska,US-AK,0,0,0,68,59,0
2020-01-09,US,United States,Alaska,US-AK,0,0,0,27,0,18
2020-01-10,US,United States,Alaska,US-AK,0,0,0,0,0,6
2020-01-11,US,United States,Alaska,US-AK,0,0,0,31,0,0
2020-01-12,US,United States,Alaska,US-AK,0,0,0,0,0,7
2020-01-13,US,United States,Alaska,US-AK,0,0,0,38,0,6
2020-01-14,US,United States,Alaska,US-AK,1,0,0,49,0,0
2020-01-15,US,United States,Alaska,US-AK,0,0,0,53,56,6
2020-01-16,US,United States,Alaska,US-AK,0,0,55,0,0,0
2020-01-17,US,United States,Alaska,US-AK,0,0,0,28,0,0
2020-01-18,US,United States,Alaska,US-AK,0,0,0,0,0,0
2020-01-19,US,United States,Alaska,US-AK,0,0,0,31,0,7
2020-01-20,US,United States,Alaska,US-AK,1,0,0,57,0,6
2020-01-21,US,United States,Alaska,US-AK,5,0,54,54,0,0
2020-01-22,US,United States,Alaska,US-AK,6,0,0,27,0,0
2020-01-23,US,United States,Alaska,US-AK,4,0,54,27,0,0
2020-01-24,US,United States,Alaska,US-AK,7,0,0,26,0,6
2020-01-25,US,United States,Alaska,US-AK,12,0,0,0,0,0
2020-01-26,US,United States,Alaska,US-AK,9,0,0,29,0,0
2020-01-27,US,United States,Alaska,US-AK,11,0,0,63,53,5
2020-01-28,US,United States,Alaska,US-AK,13,0,0,50,0,0
2020-01-29,US,United States,Alaska,US-AK,16,0,0,39,0,0
2020-01-30,US,United States,Alaska,US-AK,14,0,0,53,0,0
2020-01-31,US,United States,Alaska,US-AK,12,0,0,27,0,6
2020-02-01,US,United States,Alaska,US-AK,11,0,0,32,0,7
2020-02-02,US,United States,Alaska,US-AK,9,0,0,31,0,0
2020-02-03,US,United States,Alaska,US-AK,10,0,0,38,0,0
2020-02-04,US,United States,Alaska,US-AK,5,0,0,82,0,6
2020-02-05,US,United States,Alaska,US-AK,6,0,0,26,0,0
2020-02-06,US,United States,Alaska,US-AK,5,0,0,27,0,6
2020-02-07,US,United States,Alaska,US-AK,10,0,55,42,0,0
2020-02-08,US,United States,Alaska,US-AK,6,0,0,76,0,0
2020-02-09,US,United States,Alaska,US-AK,6,0,0,31,0,7
2020-02-10,US,United States,Alaska,US-AK,6,0,0,26,0,0
2020-02-11,US,United States,Alaska,US-AK,7,0,0,26,0,6
2020-02-12,US,United States,Alaska,US-AK,4,0,0,0,0,12
2020-02-13,US,United States,Alaska,US-AK,6,0,0,96,0,6
2020-02-14,US,United States,Alaska,US-AK,3,0,0,0,0,0
2020-02-15,US,United States,Alaska,US-AK,3,2,0,0,0,0
2020-02-16,US,United States,Alaska,US-AK,6,2,0,46,0,0
2020-02-17,US,United States,Alaska,US-AK,6,3,0,0,0,0
2020-02-18,US,United States,Alaska,US-AK,6,2,0,52,0,0
2020-02-19,US,United States,Alaska,US-AK,4,1,0,26,0,0
2020-02-20,US,United States,Alaska,US-AK,4,2,0,39,0,0
2020-02-21,US,United States,Alaska,US-AK,4,0,0,0,0,0
2020-02-22,US,United States,Alaska,US-AK,5,2,0,60,0,7
2020-02-23,US,United States,Alaska,US-AK,4,0,0,45,0,6
2020-02-24,US,United States,Alaska,US-AK,7,1,0,66,0,0
2020-02-25,US,United States,Alaska,US-AK,11,1,0,25,0,11
2020-02-26,US,United States,Alaska,US-AK,15,6,0,74,0,8
2020-02-27,US,United States,Alaska,US-AK,19,0,0,25,0,5
2020-02-28,US,United States,Alaska,US-AK,21,3,0,26,55,6
2020-02-29,US,United States,Alaska,US-AK,20,3,0,89,0,20
2020-03-01,US,United States,Alaska,US-AK,20,2,58,59,0,0
2020-03-02,US,United States,Alaska,US-AK,25,7,0,51,0,6
2020-03-03,US,United States,Alaska,US-AK,26,4,0,50,0,0
2020-03-04,US,United States,Alaska,US-AK,27,9,0,25,0,5
2020-03-05,US,United States,Alaska,US-AK,23,7,0,26,0,6
2020-03-06,US,United States,Alaska,US-AK,28,6,0,27,0,6
2020-03-07,US,United States,Alaska,US-AK,25,7,0,0,0,0
2020-03-08,US,United States,Alaska,US-AK,24,5,0,28,0,6
2020-03-09,US,United States,Alaska,US-AK,25,10,0,51,0,0
2020-03-10,US,United States,Alaska,US-AK,28,7,0,51,54,6
2020-03-11,US,United States,Alaska,US-AK,32,9,0,51,0,0
2020-03-12,US,United States,Alaska,US-AK,69,30,0,100,0,5
2020-03-13,US,United States,Alaska,US-AK,100,48,0,39,53,6
2020-03-14,US,United States,Alaska,US-AK,73,30,0,89,0,0
2020-03-15,US,United States,Alaska,US-AK,83,47,58,43,0,13
2020-03-16,US,United States,Alaska,US-AK,73,60,50,38,0,14
2020-03-17,US,United States,Alaska,US-AK,81,61,0,50,54,11
2020-03-18,US,United States,Alaska,US-AK,75,84,100,86,0,5
2020-03-19,US,United States,Alaska,US-AK,72,76,47,60,0,5
2020-03-20,US,United States,Alaska,US-AK,68,80,0,48,100,5
2020-03-21,US,United States,Alaska,US-AK,80,81,51,25,0,11
2020-03-22,US,United States,Alaska,US-AK,65,86,0,39,0,17
2020-03-23,US,United States,Alaska,US-AK,66,100,47,57,0,20
2020-03-24,US,United States,Alaska,US-AK,60,79,47,94,0,20
2020-03-25,US,United States,Alaska,US-AK,57,73,0,68,0,7
2020-03-26,US,United States,Alaska,US-AK,56,77,0,46,48,13
2020-03-27,US,United States,Alaska,US-AK,55,77,44,44,0,14
2020-03-28,US,United States,Alaska,US-AK,59,97,47,48,0,18
2020-03-29,US,United States,Alaska,US-AK,50,83,0,37,52,11
2020-03-30,US,United States,Alaska,US-AK,39,77,0,87,0,9
2020-03-31,US,United States,Alaska,US-AK,40,67,44,44,0,14
2020-04-01,US,United States,Alaska,US-AK,38,71,43,53,44,21
2020-04-02,US,United States,Alaska,US-AK,41,66,0,64,0,35
2020-04-03,US,United States,Alaska,US-AK,47,72,0,32,46,40
2020-04-04,US,United States,Alaska,US-AK,53,83,0,87,0,100
2020-04-05,US,United States,Alaska,US-AK,48,64,0,37,0,68
2020-01-01,US,United States,Arizona,US-AZ,0,0,19,40,0,2
2020-01-02,US,United States,Arizona,US-AZ,0,0,17,42,11,2
2020-01-03,US,United States,Arizona,US-AZ,0,0,33,37,0,2
2020-01-04,US,United States,Arizona,US-AZ,0,0,27,43,0,1
2020-01-05,US,United States,Arizona,US-AZ,0,0,35,48,0,1
2020-01-06,US,United States,Arizona,US-AZ,0,0,16,45,0,3
2020-01-07,US,United States,Arizona,US-AZ,0,0,24,31,0,2
2020-01-08,US,United States,Arizona,US-AZ,0,0,16,34,0,3
2020-01-09,US,United States,Arizona,US-AZ,0,0,0,43,32,2
2020-01-10,US,United States,Arizona,US-AZ,0,0,16,51,0,1
2020-01-11,US,United States,Arizona,US-AZ,0,0,35,45,12,1
2020-01-12,US,United States,Arizona,US-AZ,0,0,17,57,12,3
2020-01-13,US,United States,Arizona,US-AZ,0,0,15,33,10,1
2020-01-14,US,United States,Arizona,US-AZ,0,0,14,38,9,2
2020-01-15,US,United States,Arizona,US-AZ,0,0,15,57,10,2
2020-01-16,US,United States,Arizona,US-AZ,0,0,31,48,11,2
2020-01-17,US,United States,Arizona,US-AZ,0,0,16,32,21,2
2020-01-18,US,United States,Arizona,US-AZ,0,0,18,52,12,1
2020-01-19,US,United States,Arizona,US-AZ,0,0,34,60,23,1
2020-01-20,US,United States,Arizona,US-AZ,0,0,40,72,11,2
2020-01-21,US,United States,Arizona,US-AZ,3,0,30,47,10,3
2020-01-22,US,United States,Arizona,US-AZ,4,0,15,62,0,1
2020-01-23,US,United States,Arizona,US-AZ,4,0,31,63,11,2
2020-01-24,US,United States,Arizona,US-AZ,8,0,31,32,21,1
2020-01-25,US,United States,Arizona,US-AZ,8,0,0,33,0,1
2020-01-26,US,United States,Arizona,US-AZ,22,0,49,42,0,4
2020-01-27,US,United States,Arizona,US-AZ,27,0,0,51,0,5
2020-01-28,US,United States,Arizona,US-AZ,20,0,23,39,21,3
2020-01-29,US,United States,Arizona,US-AZ,15,0,0,56,0,3
2020-01-30,US,United States,Arizona,US-AZ,12,0,16,39,11,2
2020-01-31,US,United States,Arizona,US-AZ,10,0,16,38,11,4
2020-02-01,US,United States,Arizona,US-AZ,9,0,0,38,12,3
2020-02-02,US,United States,Arizona,US-AZ,8,0,17,60,0,3
2020-02-03,US,United States,Arizona,US-AZ,6,0,0,49,19,2
2020-02-04,US,United States,Arizona,US-AZ,6,0,30,46,41,2
2020-02-05,US,United States,Arizona,US-AZ,5,0,30,42,0,2
2020-02-06,US,United States,Arizona,US-AZ,6,0,15,33,10,2
2020-02-07,US,United States,Arizona,US-AZ,5,0,16,46,11,3
2020-02-08,US,United States,Arizona,US-AZ,6,0,0,38,0,3
2020-02-09,US,United States,Arizona,US-AZ,5,0,53,50,12,2
2020-02-10,US,United States,Arizona,US-AZ,6,0,15,53,0,3
2020-02-11,US,United States,Arizona,US-AZ,5,0,29,31,39,2
2020-02-12,US,United States,Arizona,US-AZ,4,0,45,26,20,1
2020-02-13,US,United States,Arizona,US-AZ,5,0,46,32,41,2
2020-02-14,US,United States,Arizona,US-AZ,4,1,16,39,0,1
2020-02-15,US,United States,Arizona,US-AZ,4,1,18,41,12,1
2020-02-16,US,United States,Arizona,US-AZ,4,0,35,45,12,2
2020-02-17,US,United States,Arizona,US-AZ,4,0,40,40,11,3
2020-02-18,US,United States,Arizona,US-AZ,4,0,29,40,0,3
2020-02-19,US,United States,Arizona,US-AZ,3,0,15,56,20,1
2020-02-20,US,United States,Arizona,US-AZ,3,0,29,40,10,3
2020-02-21,US,United States,Arizona,US-AZ,3,0,30,41,0,2
2020-02-22,US,United States,Arizona,US-AZ,4,0,16,34,11,2
2020-02-23,US,United States,Arizona,US-AZ,4,0,0,48,22,3
2020-02-24,US,United States,Arizona,US-AZ,6,1,15,36,30,2
2020-02-25,US,United States,Arizona,US-AZ,9,1,22,41,10,6
2020-02-26,US,United States,Arizona,US-AZ,12,2,0,27,29,9
2020-02-27,US,United States,Arizona,US-AZ,16,3,15,41,20,7
2020-02-28,US,United States,Arizona,US-AZ,17,2,44,55,10,10
2020-02-29,US,United States,Arizona,US-AZ,18,2,0,51,0,8
2020-03-01,US,United States,Arizona,US-AZ,15,2,25,60,0,6
2020-03-02,US,United States,Arizona,US-AZ,20,3,14,37,0,5
2020-03-03,US,United States,Arizona,US-AZ,21,4,21,48,10,3
2020-03-04,US,United States,Arizona,US-AZ,20,5,58,42,19,3
2020-03-05,US,United States,Arizona,US-AZ,23,4,22,41,10,4
2020-03-06,US,United States,Arizona,US-AZ,25,8,15,55,0,6
2020-03-07,US,United States,Arizona,US-AZ,25,5,17,51,23,4
2020-03-08,US,United States,Arizona,US-AZ,23,5,25,53,11,2
2020-03-09,US,United States,Arizona,US-AZ,30,10,15,47,20,3
2020-03-10,US,United States,Arizona,US-AZ,32,11,37,53,10,5
2020-03-11,US,United States,Arizona,US-AZ,41,16,14,61,10,7
2020-03-12,US,United States,Arizona,US-AZ,89,34,42,63,0,5
2020-03-13,US,United States,Arizona,US-AZ,83,40,65,81,10,8
2020-03-14,US,United States,Arizona,US-AZ,76,36,50,74,34,8
2020-03-15,US,United States,Arizona,US-AZ,100,38,84,83,23,5
2020-03-16,US,United States,Arizona,US-AZ,99,59,80,80,70,5
2020-03-17,US,United States,Arizona,US-AZ,95,58,100,99,39,5
2020-03-18,US,United States,Arizona,US-AZ,87,64,84,92,19,5
2020-03-19,US,United States,Arizona,US-AZ,82,67,86,88,29,7
2020-03-20,US,United States,Arizona,US-AZ,85,74,57,96,48,13
2020-03-21,US,United States,Arizona,US-AZ,84,75,95,100,22,13
2020-03-22,US,United States,Arizona,US-AZ,82,73,48,98,11,19
2020-03-23,US,United States,Arizona,US-AZ,81,80,48,84,56,11
2020-03-24,US,United States,Arizona,US-AZ,74,77,28,73,0,11
2020-03-25,US,United States,Arizona,US-AZ,70,74,64,69,10,10
2020-03-26,US,United States,Arizona,US-AZ,68,81,56,78,38,13
2020-03-27,US,United States,Arizona,US-AZ,70,84,34,91,19,17
2020-03-28,US,United States,Arizona,US-AZ,64,83,39,76,43,15
2020-03-29,US,United States,Arizona,US-AZ,66,84,55,71,0,16
2020-03-30,US,United States,Arizona,US-AZ,65,100,20,69,18,12
2020-03-31,US,United States,Arizona,US-AZ,56,88,40,61,9,19
2020-04-01,US,United States,Arizona,US-AZ,54,89,40,53,100,26
2020-04-02,US,United States,Arizona,US-AZ,50,88,40,93,37,39
2020-04-03,US,United States,Arizona,US-AZ,61,75,27,74,28,66
2020-04-04,US,United States,Arizona,US-AZ,65,84,61,50,21,100
2020-04-05,US,United States,Arizona,US-AZ,63,84,39,48,21,64
2020-01-01,US,United States,Arkansas,US-AR,0,0,37,36,0,0
2020-01-02,US,United States,Arkansas,US-AR,0,0,32,25,0,0
2020-01-03,US,United States,Arkansas,US-AR,0,0,32,31,22,0
2020-01-04,US,United States,Arkansas,US-AR,0,0,0,7,0,4
2020-01-05,US,United States,Arkansas,US-AR,0,0,0,34,0,0
2020-01-06,US,United States,Arkansas,US-AR,0,0,0,0,0,5
2020-01-07,US,United States,Arkansas,US-AR,0,0,0,53,20,0
2020-01-08,US,United States,Arkansas,US-AR,0,0,30,30,20,0
2020-01-09,US,United States,Arkansas,US-AR,0,0,30,28,20,2
2020-01-10,US,United States,Arkansas,US-AR,0,0,0,6,20,0
2020-01-11,US,United States,Arkansas,US-AR,0,0,0,45,22,2
2020-01-12,US,United States,Arkansas,US-AR,0,0,0,26,0,2
2020-01-13,US,United States,Arkansas,US-AR,0,0,0,26,0,2
2020-01-14,US,United States,Arkansas,US-AR,0,0,0,35,0,1
2020-01-15,US,United States,Arkansas,US-AR,0,0,28,21,0,0
2020-01-16,US,United States,Arkansas,US-AR,0,0,29,11,0,0
2020-01-17,US,United States,Arkansas,US-AR,0,0,0,17,20,0
2020-01-18,US,United States,Arkansas,US-AR,0,0,35,20,0,2
2020-01-19,US,United States,Arkansas,US-AR,0,0,35,20,0,0
2020-01-20,US,United States,Arkansas,US-AR,0,0,31,18,0,2
2020-01-21,US,United States,Arkansas,US-AR,3,1,29,34,0,0
2020-01-22,US,United States,Arkansas,US-AR,2,0,0,22,19,0
2020-01-23,US,United States,Arkansas,US-AR,3,0,0,22,0,3
2020-01-24,US,United States,Arkansas,US-AR,6,0,0,28,0,2
2020-01-25,US,United States,Arkansas,US-AR,6,0,0,14,0,2
2020-01-26,US,United States,Arkansas,US-AR,6,0,33,51,44,0
2020-01-27,US,United States,Arkansas,US-AR,7,0,27,37,27,3
2020-01-28,US,United States,Arkansas,US-AR,6,0,0,28,0,2
2020-01-29,US,United States,Arkansas,US-AR,10,0,0,50,19,0
2020-01-30,US,United States,Arkansas,US-AR,17,0,0,44,57,2
2020-01-31,US,United States,Arkansas,US-AR,11,0,30,23,40,0
2020-02-01,US,United States,Arkansas,US-AR,8,0,71,48,0,4
2020-02-02,US,United States,Arkansas,US-AR,4,0,36,55,24,2
2020-02-03,US,United States,Arkansas,US-AR,5,0,26,56,0,3
2020-02-04,US,United States,Arkansas,US-AR,4,0,29,11,37,0
2020-02-05,US,United States,Arkansas,US-AR,4,0,0,43,19,0
2020-02-06,US,United States,Arkansas,US-AR,5,0,28,55,0,0
2020-02-07,US,United States,Arkansas,US-AR,4,0,0,40,20,3
2020-02-08,US,United States,Arkansas,US-AR,4,0,35,27,24,4
2020-02-09,US,United States,Arkansas,US-AR,5,0,0,49,24,0
2020-02-10,US,United States,Arkansas,US-AR,3,0,0,65,0,2
2020-02-11,US,United States,Arkansas,US-AR,4,0,0,70,19,0
2020-02-12,US,United States,Arkansas,US-AR,3,1,28,32,0,5
2020-02-13,US,United States,Arkansas,US-AR,3,0,44,33,19,0
2020-02-14,US,United States,Arkansas,US-AR,3,1,31,18,0,2
2020-02-15,US,United States,Arkansas,US-AR,3,0,35,7,0,2
2020-02-16,US,United States,Arkansas,US-AR,2,0,0,27,0,0
2020-02-17,US,United States,Arkansas,US-AR,3,0,30,35,20,0
2020-02-18,US,United States,Arkansas,US-AR,3,0,0,41,0,0
2020-02-19,US,United States,Arkansas,US-AR,2,0,0,48,0,2
2020-02-20,US,United States,Arkansas,US-AR,2,1,56,49,0,5
2020-02-21,US,United States,Arkansas,US-AR,2,1,0,38,19,0
2020-02-22,US,United States,Arkansas,US-AR,3,1,0,33,23,2
2020-02-23,US,United States,Arkansas,US-AR,3,1,34,19,22,7
2020-02-24,US,United States,Arkansas,US-AR,4,2,28,31,0,3
2020-02-25,US,United States,Arkansas,US-AR,9,1,0,32,0,2
2020-02-26,US,United States,Arkansas,US-AR,13,1,27,31,18,10
2020-02-27,US,United States,Arkansas,US-AR,11,4,27,42,0,6
2020-02-28,US,United States,Arkansas,US-AR,12,2,56,16,0,3
2020-02-29,US,United States,Arkansas,US-AR,13,1,34,46,23,6
2020-03-01,US,United States,Arkansas,US-AR,10,1,35,20,0,7
2020-03-02,US,United States,Arkansas,US-AR,15,3,0,46,18,9
2020-03-03,US,United States,Arkansas,US-AR,15,6,27,47,54,4
2020-03-04,US,United States,Arkansas,US-AR,14,4,27,57,18,3
2020-03-05,US,United States,Arkansas,US-AR,16,3,42,91,0,0
2020-03-06,US,United States,Arkansas,US-AR,21,7,29,33,38,2
2020-03-07,US,United States,Arkansas,US-AR,20,6,0,41,0,2
2020-03-08,US,United States,Arkansas,US-AR,21,6,35,34,0,12
2020-03-09,US,United States,Arkansas,US-AR,27,7,0,55,0,3
2020-03-10,US,United States,Arkansas,US-AR,31,7,0,53,18,3
2020-03-11,US,United States,Arkansas,US-AR,56,22,0,36,18,0
2020-03-12,US,United States,Arkansas,US-AR,100,37,53,45,35,9
2020-03-13,US,United States,Arkansas,US-AR,82,36,55,43,0,5
2020-03-14,US,United States,Arkansas,US-AR,66,38,100,32,89,5
2020-03-15,US,United States,Arkansas,US-AR,92,45,0,69,22,4
2020-03-16,US,United States,Arkansas,US-AR,81,59,0,62,54,4
2020-03-17,US,United States,Arkansas,US-AR,78,55,27,52,18,7
2020-03-18,US,United States,Arkansas,US-AR,74,62,0,47,37,10
2020-03-19,US,United States,Arkansas,US-AR,74,77,53,96,26,6
2020-03-20,US,United States,Arkansas,US-AR,75,85,26,55,35,11
2020-03-21,US,United States,Arkansas,US-AR,70,81,65,69,22,11
2020-03-22,US,United States,Arkansas,US-AR,73,87,0,91,42,14
2020-03-23,US,United States,Arkansas,US-AR,71,90,41,42,0,17
2020-03-24,US,United States,Arkansas,US-AR,61,89,58,100,19,17
2020-03-25,US,United States,Arkansas,US-AR,60,82,0,74,49,8
2020-03-26,US,United States,Arkansas,US-AR,58,91,29,56,20,16
2020-03-27,US,United States,Arkansas,US-AR,54,80,42,70,0,9
2020-03-28,US,United States,Arkansas,US-AR,49,76,76,76,41,20
2020-03-29,US,United States,Arkansas,US-AR,46,69,96,43,43,14
2020-03-30,US,United States,Arkansas,US-AR,42,100,39,60,17,14
2020-03-31,US,United States,Arkansas,US-AR,41,84,52,50,18,23
2020-04-01,US,United States,Arkansas,US-AR,39,82,26,51,18,9
2020-04-02,US,United States,Arkansas,US-AR,39,94,0,61,35,19
2020-04-03,US,United States,Arkansas,US-AR,52,84,52,30,17,57
2020-04-04,US,United States,Arkansas,US-AR,50,79,45,40,100,100
2020-04-05,US,United States,Arkansas,US-AR,55,81,31,24,41,76
2020-01-01,US,United States,California,US-CA,0,0,17,47,16,1
2020-01-02,US,United States,California,US-CA,0,0,27,47,12,2
2020-01-03,US,United States,California,US-CA,0,0,13,45,14,2
2020-01-04,US,United States,California,US-CA,0,0,21,43,11,2
2020-01-05,US,United States,California,US-CA,0,0,19,55,8,2
2020-01-06,US,United States,California,US-CA,0,0,14,38,7,1
2020-01-07,US,United States,California,US-CA,0,0,21,43,12,2
2020-01-08,US,United States,California,US-CA,0,0,21,41,10,2
2020-01-09,US,United States,California,US-CA,0,0,10,32,16,2
2020-01-10,US,United States,California,US-CA,0,0,11,39,8,2
2020-01-11,US,United States,California,US-CA,0,0,17,45,13,2
2020-01-12,US,United States,California,US-CA,0,0,22,42,20,2
2020-01-13,US,United States,California,US-CA,0,0,14,42,9,2
2020-01-14,US,United States,California,US-CA,0,0,16,40,22,1
2020-01-15,US,United States,California,US-CA,0,0,16,39,3,2
2020-01-16,US,United States,California,US-CA,0,0,16,43,8,2
2020-01-17,US,United States,California,US-CA,0,0,15,41,11,2
2020-01-18,US,United States,California,US-CA,0,0,18,47,15,1
2020-01-19,US,United States,California,US-CA,0,0,9,48,15,2
2020-01-20,US,United States,California,US-CA,0,0,18,40,7,3
2020-01-21,US,United States,California,US-CA,3,0,14,46,19,2
2020-01-22,US,United States,California,US-CA,4,0,20,46,17,2
