date,iso,country,geoName,geoCode,coronavirus,covid,dry cough,fever,shortness of breath,face mask
2020-03-22,US,United States,Minnesota,US-MN,69,80,69,56,30,12
2020-03-23,US,United States,Minnesota,US-MN,69,100,23,76,100,16
2020-03-24,US,United States,Minnesota,US-MN,62,92,61,59,40,10
2020-03-25,US,United States,Minnesota,US-MN,56,89,58,51,50,4
2020-03-26,US,United States,Minnesota,US-MN,51,78,25,72,13,6
2020-03-27,US,United States,Minnesota,US-MN,51,86,24,60,0,6
2020-03-28,US,United States,Minnesota,US-MN,48,81,13,61,44,10
2020-03-29,US,United States,Minnesota,US-MN,49,75,0,61,15,10
2020-03-30,US,United States,Minnesota,US-MN,43,78,12,48,13,9
2020-03-31,US,United States,Minnesota,US-MN,42,75,35,53,26,13
2020-04-01,US,United States,Minnesota,US-MN,39,77,11,53,0,19
2020-04-02,US,United States,Minnesota,US-MN,39,73,23,47,86,23
2020-04-03,US,United States,Minnesota,US-MN,47,78,22,38,24,52
2020-04-04,US,United States,Minnesota,US-MN,53,74,13,41,58,100
2020-04-05,US,United States,Minnesota,US-MN,51,76,27,60,60,61
2020-01-01,US,United States,Mississippi,US-MS,0,0,59,91,0,4
2020-01-02,US,United States,Mississippi,US-MS,0,0,0,36,30,0
2020-01-03,US,United States,Mississippi,US-MS,0,0,0,49,29,3
2020-01-04,US,United States,Mississippi,US-MS,0,0,0,23,32,3
2020-01-05,US,United States,Mississippi,US-MS,0,0,27,45,0,3
2020-01-06,US,United States,Mississippi,US-MS,0,0,0,28,29,0
2020-01-07,US,United States,Mississippi,US-MS,0,0,0,27,0,3
2020-01-08,US,United States,Mississippi,US-MS,0,0,0,21,0,5
2020-01-09,US,United States,Mississippi,US-MS,0,0,0,27,0,0
2020-01-10,US,United States,Mississippi,US-MS,0,0,24,20,0,4
2020-01-11,US,United States,Mississippi,US-MS,0,0,0,36,0,6
2020-01-12,US,United States,Mississippi,US-MS,0,0,0,38,0,3
2020-01-13,US,United States,Mississippi,US-MS,0,0,22,18,0,3
2020-01-14,US,United States,Mississippi,US-MS,0,0,0,23,24,2
2020-01-15,US,United States,Mississippi,US-MS,0,0,0,19,27,3
2020-01-16,US,United States,Mississippi,US-MS,0,0,23,26,0,0
2020-01-17,US,United States,Mississippi,US-MS,0,0,0,34,28,6
2020-01-18,US,United States,Mississippi,US-MS,0,0,0,36,0,6
2020-01-19,US,United States,Mississippi,US-MS,0,0,0,14,30,0
2020-01-20,US,United States,Mississippi,US-MS,0,0,0,47,0,3
2020-01-21,US,United States,Mississippi,US-MS,3,0,0,26,0,6
2020-01-22,US,United States,Mississippi,US-MS,2,0,0,61,0,6
2020-01-23,US,United States,Mississippi,US-MS,3,0,46,79,27,3
2020-01-24,US,United States,Mississippi,US-MS,6,0,0,20,0,0
2020-01-25,US,United States,Mississippi,US-MS,5,0,27,39,32,3
2020-01-26,US,United States,Mississippi,US-MS,6,0,25,43,59,3
2020-01-27,US,United States,Mississippi,US-MS,6,0,0,13,0,0
2020-01-28,US,United States,Mississippi,US-MS,6,0,0,66,0,6
2020-01-29,US,United States,Mississippi,US-MS,7,0,0,47,55,3
2020-01-30,US,United States,Mississippi,US-MS,8,0,0,20,0,9
2020-01-31,US,United States,Mississippi,US-MS,6,0,0,27,28,3
2020-02-01,US,United States,Mississippi,US-MS,7,0,0,39,33,14
2020-02-02,US,United States,Mississippi,US-MS,6,0,54,61,0,3
2020-02-03,US,United States,Mississippi,US-MS,3,0,0,30,0,3
2020-02-04,US,United States,Mississippi,US-MS,4,0,0,57,26,0
2020-02-05,US,United States,Mississippi,US-MS,3,0,0,25,26,3
2020-02-06,US,United States,Mississippi,US-MS,3,0,0,13,26,3
2020-02-07,US,United States,Mississippi,US-MS,4,0,24,41,0,0
2020-02-08,US,United States,Mississippi,US-MS,3,0,0,32,0,5
2020-02-09,US,United States,Mississippi,US-MS,4,0,0,64,0,4
2020-02-10,US,United States,Mississippi,US-MS,4,0,0,44,0,3
2020-02-11,US,United States,Mississippi,US-MS,3,0,0,32,0,3
2020-02-12,US,United States,Mississippi,US-MS,2,0,0,26,0,6
2020-02-13,US,United States,Mississippi,US-MS,3,0,23,39,0,3
2020-02-14,US,United States,Mississippi,US-MS,2,0,24,34,0,0
2020-02-15,US,United States,Mississippi,US-MS,3,0,0,81,0,3
2020-02-16,US,United States,Mississippi,US-MS,2,0,0,23,0,3
2020-02-17,US,United States,Mississippi,US-MS,3,0,0,47,0,7
2020-02-18,US,United States,Mississippi,US-MS,3,0,0,43,0,3
2020-02-19,US,United States,Mississippi,US-MS,3,0,0,38,0,3
2020-02-20,US,United States,Mississippi,US-MS,2,0,0,6,0,0
2020-02-21,US,United States,Mississippi,US-MS,2,0,23,32,0,0
2020-02-22,US,United States,Mississippi,US-MS,1,1,0,31,32,3
2020-02-23,US,United States,Mississippi,US-MS,3,1,0,23,32,0
2020-02-24,US,United States,Mississippi,US-MS,5,1,0,25,0,3
2020-02-25,US,United States,Mississippi,US-MS,6,2,0,45,0,6
2020-02-26,US,United States,Mississippi,US-MS,12,3,22,44,0,8
2020-02-27,US,United States,Mississippi,US-MS,13,2,0,6,0,4
2020-02-28,US,United States,Mississippi,US-MS,12,2,0,13,53,4
2020-02-29,US,United States,Mississippi,US-MS,12,2,27,39,0,19
2020-03-01,US,United States,Mississippi,US-MS,10,2,0,31,32,10
2020-03-02,US,United States,Mississippi,US-MS,15,5,22,31,0,5
2020-03-03,US,United States,Mississippi,US-MS,16,2,0,49,25,5
2020-03-04,US,United States,Mississippi,US-MS,14,4,0,24,51,5
2020-03-05,US,United States,Mississippi,US-MS,14,4,0,31,0,3
2020-03-06,US,United States,Mississippi,US-MS,18,3,0,33,0,3
2020-03-07,US,United States,Mississippi,US-MS,18,4,0,8,0,9
2020-03-08,US,United States,Mississippi,US-MS,21,6,28,32,0,0
2020-03-09,US,United States,Mississippi,US-MS,27,9,0,55,0,0
2020-03-10,US,United States,Mississippi,US-MS,30,12,0,55,0,11
2020-03-11,US,United States,Mississippi,US-MS,35,15,0,21,58,6
2020-03-12,US,United States,Mississippi,US-MS,100,28,0,55,28,15
2020-03-13,US,United States,Mississippi,US-MS,80,31,75,50,0,9
2020-03-14,US,United States,Mississippi,US-MS,70,42,0,32,0,7
2020-03-15,US,United States,Mississippi,US-MS,96,46,0,100,32,17
2020-03-16,US,United States,Mississippi,US-MS,87,53,47,73,0,7
2020-03-17,US,United States,Mississippi,US-MS,86,63,23,67,55,6
2020-03-18,US,United States,Mississippi,US-MS,77,77,0,47,0,7
2020-03-19,US,United States,Mississippi,US-MS,80,76,0,98,81,9
2020-03-20,US,United States,Mississippi,US-MS,71,70,0,88,26,18
2020-03-21,US,United States,Mississippi,US-MS,69,90,51,50,30,28
2020-03-22,US,United States,Mississippi,US-MS,75,99,25,71,0,28
2020-03-23,US,United States,Mississippi,US-MS,68,77,0,89,73,33
2020-03-24,US,United States,Mississippi,US-MS,63,93,44,75,51,14
2020-03-25,US,United States,Mississippi,US-MS,54,91,0,64,26,11
2020-03-26,US,United States,Mississippi,US-MS,53,87,22,57,0,13
2020-03-27,US,United States,Mississippi,US-MS,52,83,43,66,100,11
2020-03-28,US,United States,Mississippi,US-MS,52,93,75,85,29,23
2020-03-29,US,United States,Mississippi,US-MS,49,90,100,50,59,11
2020-03-30,US,United States,Mississippi,US-MS,47,88,0,36,0,15
2020-03-31,US,United States,Mississippi,US-MS,45,100,0,35,24,30
2020-04-01,US,United States,Mississippi,US-MS,48,97,21,42,0,46
2020-04-02,US,United States,Mississippi,US-MS,47,93,22,43,0,39
2020-04-03,US,United States,Mississippi,US-MS,54,93,0,64,27,83
2020-04-04,US,United States,Mississippi,US-MS,56,80,0,56,0,100
2020-04-05,US,United States,Mississippi,US-MS,58,69,0,21,58,91
2020-01-01,US,United States,Missouri,US-MO,0,0,0,35,0,2
2020-01-02,US,United States,Missouri,US-MO,0,0,12,25,17,1
2020-01-03,US,United States,Missouri,US-MO,0,0,11,37,16,1
2020-01-04,US,United States,Missouri,US-MO,0,0,0,50,0,0
2020-01-05,US,United States,Missouri,US-MO,0,0,12,26,34,1
2020-01-06,US,United States,Missouri,US-MO,0,0,23,30,16,1
2020-01-07,US,United States,Missouri,US-MO,0,0,0,15,15,1
2020-01-08,US,United States,Missouri,US-MO,0,0,0,24,31,1
2020-01-09,US,United States,Missouri,US-MO,0,0,0,21,0,1
2020-01-10,US,United States,Missouri,US-MO,0,0,0,39,0,1
2020-01-11,US,United States,Missouri,US-MO,0,0,0,30,17,1
2020-01-12,US,United States,Missouri,US-MO,0,0,35,41,16,3
2020-01-13,US,United States,Missouri,US-MO,0,0,0,33,0,2
2020-01-14,US,United States,Missouri,US-MO,0,0,0,42,0,1
2020-01-15,US,United States,Missouri,US-MO,0,0,0,62,0,2
2020-01-16,US,United States,Missouri,US-MO,0,0,0,33,15,1
2020-01-17,US,United States,Missouri,US-MO,0,0,0,30,16,1
2020-01-18,US,United States,Missouri,US-MO,0,0,0,33,0,1
2020-01-19,US,United States,Missouri,US-MO,0,0,24,48,0,1
2020-01-20,US,United States,Missouri,US-MO,1,0,0,24,15,1
2020-01-21,US,United States,Missouri,US-MO,3,0,28,25,0,1
2020-01-22,US,United States,Missouri,US-MO,3,0,9,34,0,1
2020-01-23,US,United States,Missouri,US-MO,3,0,0,49,0,2
2020-01-24,US,United States,Missouri,US-MO,7,0,0,38,0,3
2020-01-25,US,United States,Missouri,US-MO,8,0,0,57,35,2
2020-01-26,US,United States,Missouri,US-MO,9,0,12,50,0,2
2020-01-27,US,United States,Missouri,US-MO,9,0,0,41,0,2
2020-01-28,US,United States,Missouri,US-MO,10,0,0,37,0,3
2020-01-29,US,United States,Missouri,US-MO,12,0,11,37,30,2
2020-01-30,US,United States,Missouri,US-MO,13,0,22,27,45,2
2020-01-31,US,United States,Missouri,US-MO,11,0,11,48,31,1
2020-02-01,US,United States,Missouri,US-MO,9,0,0,27,18,1
2020-02-02,US,United States,Missouri,US-MO,6,0,13,35,71,1
2020-02-03,US,United States,Missouri,US-MO,6,0,0,40,0,1
2020-02-04,US,United States,Missouri,US-MO,5,0,0,73,0,2
2020-02-05,US,United States,Missouri,US-MO,4,0,0,46,15,2
2020-02-06,US,United States,Missouri,US-MO,5,0,0,29,15,1
2020-02-07,US,United States,Missouri,US-MO,5,0,0,65,15,2
2020-02-08,US,United States,Missouri,US-MO,5,0,0,41,18,2
2020-02-09,US,United States,Missouri,US-MO,4,0,0,47,0,3
2020-02-10,US,United States,Missouri,US-MO,5,0,21,48,14,2
2020-02-11,US,United States,Missouri,US-MO,5,0,21,42,15,2
2020-02-12,US,United States,Missouri,US-MO,4,0,31,25,0,1
2020-02-13,US,United States,Missouri,US-MO,4,0,0,17,30,2
2020-02-14,US,United States,Missouri,US-MO,4,1,11,33,0,2
2020-02-15,US,United States,Missouri,US-MO,3,0,13,68,0,2
2020-02-16,US,United States,Missouri,US-MO,3,0,0,54,0,3
2020-02-17,US,United States,Missouri,US-MO,3,0,11,32,0,1
2020-02-18,US,United States,Missouri,US-MO,4,0,10,38,28,3
2020-02-19,US,United States,Missouri,US-MO,3,0,0,57,0,2
2020-02-20,US,United States,Missouri,US-MO,3,0,11,42,0,2
2020-02-21,US,United States,Missouri,US-MO,4,1,0,20,15,1
2020-02-22,US,United States,Missouri,US-MO,4,0,13,55,0,1
2020-02-23,US,United States,Missouri,US-MO,4,1,13,37,17,2
2020-02-24,US,United States,Missouri,US-MO,7,1,0,38,14,2
2020-02-25,US,United States,Missouri,US-MO,10,1,0,22,28,3
2020-02-26,US,United States,Missouri,US-MO,14,2,0,52,0,7
2020-02-27,US,United States,Missouri,US-MO,19,2,10,52,28,8
2020-02-28,US,United States,Missouri,US-MO,16,2,0,23,0,7
2020-02-29,US,United States,Missouri,US-MO,16,3,13,62,0,3
2020-03-01,US,United States,Missouri,US-MO,15,3,0,41,0,4
2020-03-02,US,United States,Missouri,US-MO,17,2,10,64,14,5
2020-03-03,US,United States,Missouri,US-MO,18,4,0,36,14,3
2020-03-04,US,United States,Missouri,US-MO,17,4,10,22,14,3
2020-03-05,US,United States,Missouri,US-MO,21,4,0,34,0,4
2020-03-06,US,United States,Missouri,US-MO,22,5,0,35,15,4
2020-03-07,US,United States,Missouri,US-MO,22,4,13,48,0,2
2020-03-08,US,United States,Missouri,US-MO,40,12,0,34,0,2
2020-03-09,US,United States,Missouri,US-MO,40,12,10,49,28,7
2020-03-10,US,United States,Missouri,US-MO,39,13,10,64,15,4
2020-03-11,US,United States,Missouri,US-MO,47,19,10,42,14,2
2020-03-12,US,United States,Missouri,US-MO,95,36,0,65,28,4
2020-03-13,US,United States,Missouri,US-MO,87,45,22,40,45,5
2020-03-14,US,United States,Missouri,US-MO,74,37,62,100,0,4
2020-03-15,US,United States,Missouri,US-MO,99,44,37,69,51,5
2020-03-16,US,United States,Missouri,US-MO,100,66,84,59,59,3
2020-03-17,US,United States,Missouri,US-MO,95,65,43,81,15,3
2020-03-18,US,United States,Missouri,US-MO,90,76,55,85,44,4
2020-03-19,US,United States,Missouri,US-MO,88,86,84,95,15,6
2020-03-20,US,United States,Missouri,US-MO,82,85,51,77,56,11
2020-03-21,US,United States,Missouri,US-MO,84,86,35,89,32,12
2020-03-22,US,United States,Missouri,US-MO,84,96,45,69,31,21
2020-03-23,US,United States,Missouri,US-MO,78,100,39,94,67,16
2020-03-24,US,United States,Missouri,US-MO,69,92,100,75,28,13
2020-03-25,US,United States,Missouri,US-MO,63,80,21,83,100,17
2020-03-26,US,United States,Missouri,US-MO,63,83,42,81,72,10
2020-03-27,US,United States,Missouri,US-MO,62,90,59,91,67,8
2020-03-28,US,United States,Missouri,US-MO,56,86,0,47,31,10
2020-03-29,US,United States,Missouri,US-MO,56,86,57,95,31,10
2020-03-30,US,United States,Missouri,US-MO,50,94,39,53,41,12
2020-03-31,US,United States,Missouri,US-MO,46,80,20,44,27,11
2020-04-01,US,United States,Missouri,US-MO,47,89,20,56,55,20
2020-04-02,US,United States,Missouri,US-MO,46,88,10,61,83,27
2020-04-03,US,United States,Missouri,US-MO,57,88,0,55,41,55
2020-04-04,US,United States,Missouri,US-MO,58,82,33,32,60,100
2020-04-05,US,United States,Missouri,US-MO,59,86,22,57,47,60
2020-01-01,US,United States,Montana,US-MT,0,0,0,46,0,0
2020-01-02,US,United States,Montana,US-MT,0,0,0,20,0,6
2020-01-03,US,United States,Montana,US-MT,0,0,0,41,0,6
2020-01-04,US,United States,Montana,US-MT,0,0,0,46,0,7
2020-01-05,US,United States,Montana,US-MT,0,0,0,22,0,0
2020-01-06,US,United States,Montana,US-MT,0,0,0,58,0,0
2020-01-07,US,United States,Montana,US-MT,0,0,0,41,0,6
2020-01-08,US,United States,Montana,US-MT,0,0,0,31,89,6
2020-01-09,US,United States,Montana,US-MT,0,0,0,21,0,6
2020-01-10,US,United States,Montana,US-MT,0,0,0,31,87,0
2020-01-11,US,United States,Montana,US-MT,0,0,61,23,100,0
2020-01-12,US,United States,Montana,US-MT,0,0,58,22,0,7
2020-01-13,US,United States,Montana,US-MT,0,0,0,0,0,0
2020-01-14,US,United States,Montana,US-MT,0,0,45,26,0,5
2020-01-15,US,United States,Montana,US-MT,0,0,0,0,0,0
2020-01-16,US,United States,Montana,US-MT,0,0,0,41,0,6
2020-01-17,US,United States,Montana,US-MT,1,0,0,63,0,0
2020-01-18,US,United States,Montana,US-MT,0,0,0,24,0,7
2020-01-19,US,United States,Montana,US-MT,0,0,0,34,0,0
2020-01-20,US,United States,Montana,US-MT,0,0,0,20,86,13
2020-01-21,US,United States,Montana,US-MT,2,0,0,20,0,0
2020-01-22,US,United States,Montana,US-MT,3,0,52,49,0,0
2020-01-23,US,United States,Montana,US-MT,3,0,0,60,0,17
2020-01-24,US,United States,Montana,US-MT,5,0,0,20,0,0
2020-01-25,US,United States,Montana,US-MT,6,0,0,35,0,0
2020-01-26,US,United States,Montana,US-MT,8,0,0,44,0,0
2020-01-27,US,United States,Montana,US-MT,8,0,0,38,0,6
2020-01-28,US,United States,Montana,US-MT,7,0,0,58,0,6
2020-01-29,US,United States,Montana,US-MT,7,0,0,20,0,0
2020-01-30,US,United States,Montana,US-MT,8,0,54,41,0,6
2020-01-31,US,United States,Montana,US-MT,7,0,0,52,0,6
2020-02-01,US,United States,Montana,US-MT,8,0,0,93,0,7
2020-02-02,US,United States,Montana,US-MT,7,0,0,66,0,7
2020-02-03,US,United States,Montana,US-MT,4,0,0,27,76,5
2020-02-04,US,United States,Montana,US-MT,3,0,0,76,83,6
2020-02-05,US,United States,Montana,US-MT,4,0,0,49,0,0
2020-02-06,US,United States,Montana,US-MT,4,0,52,20,0,0
2020-02-07,US,United States,Montana,US-MT,4,0,0,84,89,6
2020-02-08,US,United States,Montana,US-MT,4,0,60,46,0,7
2020-02-09,US,United States,Montana,US-MT,2,0,0,57,0,7
2020-02-10,US,United States,Montana,US-MT,5,0,0,58,0,0
2020-02-11,US,United States,Montana,US-MT,10,0,0,76,0,0
2020-02-12,US,United States,Montana,US-MT,6,0,0,67,0,0
2020-02-13,US,United States,Montana,US-MT,7,0,52,40,0,6
2020-02-14,US,United States,Montana,US-MT,4,0,0,51,90,0
2020-02-15,US,United States,Montana,US-MT,3,0,0,84,0,0
2020-02-16,US,United States,Montana,US-MT,4,2,0,35,0,0
2020-02-17,US,United States,Montana,US-MT,6,0,53,20,0,6
2020-02-18,US,United States,Montana,US-MT,3,0,0,73,0,5
2020-02-19,US,United States,Montana,US-MT,3,0,0,28,0,0
2020-02-20,US,United States,Montana,US-MT,2,1,0,37,0,0
2020-02-21,US,United States,Montana,US-MT,4,0,0,68,0,0
2020-02-22,US,United States,Montana,US-MT,3,1,0,56,0,7
2020-02-23,US,United States,Montana,US-MT,2,2,0,44,0,7
2020-02-24,US,United States,Montana,US-MT,5,1,48,36,0,0
2020-02-25,US,United States,Montana,US-MT,7,2,0,93,0,0
2020-02-26,US,United States,Montana,US-MT,13,2,48,46,78,14
2020-02-27,US,United States,Montana,US-MT,16,6,0,38,81,9
2020-02-28,US,United States,Montana,US-MT,14,2,0,58,0,11
2020-02-29,US,United States,Montana,US-MT,16,2,87,33,0,20
2020-03-01,US,United States,Montana,US-MT,12,2,0,75,0,26
2020-03-02,US,United States,Montana,US-MT,16,3,0,45,0,8
2020-03-03,US,United States,Montana,US-MT,16,4,0,27,77,5
2020-03-04,US,United States,Montana,US-MT,15,6,0,71,76,5
2020-03-05,US,United States,Montana,US-MT,16,1,0,39,0,6
2020-03-06,US,United States,Montana,US-MT,20,6,0,59,0,0
2020-03-07,US,United States,Montana,US-MT,19,3,57,33,0,7
2020-03-08,US,United States,Montana,US-MT,22,5,0,32,91,13
2020-03-09,US,United States,Montana,US-MT,24,6,47,36,0,11
2020-03-10,US,United States,Montana,US-MT,32,8,0,37,79,0
2020-03-11,US,United States,Montana,US-MT,41,11,48,36,0,0
2020-03-12,US,United States,Montana,US-MT,78,23,0,61,0,11
2020-03-13,US,United States,Montana,US-MT,80,32,47,72,0,0
2020-03-14,US,United States,Montana,US-MT,89,42,54,62,0,9
2020-03-15,US,United States,Montana,US-MT,100,46,0,50,0,12
2020-03-16,US,United States,Montana,US-MT,87,47,0,100,0,0
2020-03-17,US,United States,Montana,US-MT,76,44,0,91,78,11
2020-03-18,US,United States,Montana,US-MT,63,47,49,46,0,0
2020-03-19,US,United States,Montana,US-MT,63,63,0,93,80,11
2020-03-20,US,United States,Montana,US-MT,61,60,47,71,78,8
2020-03-21,US,United States,Montana,US-MT,67,52,54,50,89,25
2020-03-22,US,United States,Montana,US-MT,62,63,53,40,87,28
2020-03-23,US,United States,Montana,US-MT,61,77,85,82,69,12
2020-03-24,US,United States,Montana,US-MT,56,76,87,41,0,17
2020-03-25,US,United States,Montana,US-MT,49,70,43,58,71,18
2020-03-26,US,United States,Montana,US-MT,60,82,43,33,68,10
2020-03-27,US,United States,Montana,US-MT,66,100,0,48,0,12
2020-03-28,US,United States,Montana,US-MT,53,90,100,38,81,11
2020-03-29,US,United States,Montana,US-MT,56,96,52,39,0,18
2020-03-30,US,United States,Montana,US-MT,48,80,0,24,0,15
2020-03-31,US,United States,Montana,US-MT,35,81,0,62,0,12
2020-04-01,US,United States,Montana,US-MT,37,77,78,52,64,25
2020-04-02,US,United States,Montana,US-MT,41,70,0,39,0,28
2020-04-03,US,United States,Montana,US-MT,49,73,0,49,69,66
2020-04-04,US,United States,Montana,US-MT,49,68,0,38,0,100
2020-04-05,US,United States,Montana,US-MT,50,68,50,67,0,55
2020-01-01,US,United States,Nebraska,US-NE,0,0,0,29,29,0
2020-01-02,US,United States,Nebraska,US-NE,0,0,0,60,0,0
2020-01-03,US,United States,Nebraska,US-NE,0,0,0,33,0,0
2020-01-04,US,United States,Nebraska,US-NE,0,0,46,40,0,3
2020-01-05,US,United States,Nebraska,US-NE,0,0,0,40,0,3
2020-01-06,US,United States,Nebraska,US-NE,0,0,0,14,0,0
2020-01-07,US,United States,Nebraska,US-NE,0,0,42,35,24,0
2020-01-08,US,United States,Nebraska,US-NE,0,0,42,21,0,3
2020-01-09,US,United States,Nebraska,US-NE,0,0,43,46,0,3
2020-01-10,US,United States,Nebraska,US-NE,0,0,0,28,0,3
2020-01-11,US,United States,Nebraska,US-NE,0,0,48,16,27,3
2020-01-12,US,United States,Nebraska,US-NE,0,0,0,19,27,4
2020-01-13,US,United States,Nebraska,US-NE,0,0,39,19,0,5
2020-01-14,US,United States,Nebraska,US-NE,0,0,36,12,0,0
2020-01-15,US,United States,Nebraska,US-NE,0,0,40,30,0,0
2020-01-16,US,United States,Nebraska,US-NE,0,0,0,28,24,0
2020-01-17,US,United States,Nebraska,US-NE,0,0,0,31,0,0
2020-01-18,US,United States,Nebraska,US-NE,1,0,0,28,0,3
2020-01-19,US,United States,Nebraska,US-NE,0,0,0,30,26,3
2020-01-20,US,United States,Nebraska,US-NE,0,0,0,28,0,0
2020-01-21,US,United States,Nebraska,US-NE,3,0,41,17,0,3
2020-01-22,US,United States,Nebraska,US-NE,3,0,40,20,0,3
2020-01-23,US,United States,Nebraska,US-NE,4,0,59,26,0,0
2020-01-24,US,United States,Nebraska,US-NE,6,0,0,31,0,0
2020-01-25,US,United States,Nebraska,US-NE,7,0,0,24,0,3
2020-01-26,US,United States,Nebraska,US-NE,7,0,45,15,0,0
2020-01-27,US,United States,Nebraska,US-NE,8,0,0,32,0,4
2020-01-28,US,United States,Nebraska,US-NE,9,0,40,23,0,0
2020-01-29,US,United States,Nebraska,US-NE,10,0,41,34,0,3
2020-01-30,US,United States,Nebraska,US-NE,12,0,0,38,23,3
2020-01-31,US,United States,Nebraska,US-NE,8,0,41,34,0,7
2020-02-01,US,United States,Nebraska,US-NE,6,0,0,32,0,3
2020-02-02,US,United States,Nebraska,US-NE,5,0,0,28,0,3
2020-02-03,US,United States,Nebraska,US-NE,4,0,0,39,0,2
2020-02-04,US,United States,Nebraska,US-NE,4,0,0,16,0,2
2020-02-05,US,United States,Nebraska,US-NE,8,0,0,34,0,4
2020-02-06,US,United States,Nebraska,US-NE,8,0,0,20,23,3
2020-02-07,US,United States,Nebraska,US-NE,7,0,41,38,0,4
2020-02-08,US,United States,Nebraska,US-NE,8,0,0,20,0,5
2020-02-09,US,United States,Nebraska,US-NE,5,0,0,12,0,3
2020-02-10,US,United States,Nebraska,US-NE,4,0,0,20,0,3
2020-02-11,US,United States,Nebraska,US-NE,7,0,39,23,23,3
2020-02-12,US,United States,Nebraska,US-NE,4,0,0,43,23,0
2020-02-13,US,United States,Nebraska,US-NE,4,0,0,33,0,3
2020-02-14,US,United States,Nebraska,US-NE,4,1,42,21,0,5
2020-02-15,US,United States,Nebraska,US-NE,3,0,0,20,0,3
2020-02-16,US,United States,Nebraska,US-NE,3,1,0,28,0,0
2020-02-17,US,United States,Nebraska,US-NE,4,0,0,34,0,3
2020-02-18,US,United States,Nebraska,US-NE,4,0,0,35,0,3
2020-02-19,US,United States,Nebraska,US-NE,4,0,38,25,22,7
2020-02-20,US,United States,Nebraska,US-NE,3,0,0,39,0,2
2020-02-21,US,United States,Nebraska,US-NE,4,1,41,27,0,8
2020-02-22,US,United States,Nebraska,US-NE,3,0,47,31,0,3
2020-02-23,US,United States,Nebraska,US-NE,4,0,0,35,0,0
2020-02-24,US,United States,Nebraska,US-NE,6,1,39,26,0,0
2020-02-25,US,United States,Nebraska,US-NE,11,2,0,28,0,4
2020-02-26,US,United States,Nebraska,US-NE,13,2,0,15,0,12
2020-02-27,US,United States,Nebraska,US-NE,17,4,38,28,0,9
2020-02-28,US,United States,Nebraska,US-NE,15,2,39,13,23,13
2020-02-29,US,United States,Nebraska,US-NE,18,2,0,19,0,12
2020-03-01,US,United States,Nebraska,US-NE,15,2,0,34,0,10
2020-03-02,US,United States,Nebraska,US-NE,17,4,39,35,0,5
2020-03-03,US,United States,Nebraska,US-NE,16,6,0,32,22,2
2020-03-04,US,United States,Nebraska,US-NE,19,4,38,28,0,10
2020-03-05,US,United States,Nebraska,US-NE,17,5,39,32,22,5
2020-03-06,US,United States,Nebraska,US-NE,25,11,40,27,0,4
2020-03-07,US,United States,Nebraska,US-NE,44,7,0,54,0,7
2020-03-08,US,United States,Nebraska,US-NE,35,12,47,27,0,6
2020-03-09,US,United States,Nebraska,US-NE,43,15,39,42,0,6
2020-03-10,US,United States,Nebraska,US-NE,35,15,0,33,0,5
2020-03-11,US,United States,Nebraska,US-NE,57,27,79,62,0,5
2020-03-12,US,United States,Nebraska,US-NE,90,41,76,73,22,7
2020-03-13,US,United States,Nebraska,US-NE,85,53,41,51,0,8
2020-03-14,US,United States,Nebraska,US-NE,66,39,47,100,0,4
2020-03-15,US,United States,Nebraska,US-NE,100,59,68,49,26,6
2020-03-16,US,United States,Nebraska,US-NE,88,68,59,85,0,5
2020-03-17,US,United States,Nebraska,US-NE,82,88,100,56,0,3
2020-03-18,US,United States,Nebraska,US-NE,68,72,80,63,68,6
2020-03-19,US,United States,Nebraska,US-NE,66,83,99,72,23,3
2020-03-20,US,United States,Nebraska,US-NE,61,82,38,59,22,5
2020-03-21,US,United States,Nebraska,US-NE,64,77,44,40,25,17
2020-03-22,US,United States,Nebraska,US-NE,58,82,44,43,100,10
2020-03-23,US,United States,Nebraska,US-NE,55,74,73,52,63,14
2020-03-24,US,United States,Nebraska,US-NE,53,85,58,64,0,12
2020-03-25,US,United States,Nebraska,US-NE,51,88,39,68,0,10
2020-03-26,US,United States,Nebraska,US-NE,50,96,77,64,0,10
2020-03-27,US,United States,Nebraska,US-NE,53,81,73,36,0,6
2020-03-28,US,United States,Nebraska,US-NE,48,80,0,52,24,11
2020-03-29,US,United States,Nebraska,US-NE,46,80,44,37,25,20
2020-03-30,US,United States,Nebraska,US-NE,43,87,38,63,0,18
2020-03-31,US,United States,Nebraska,US-NE,43,89,0,50,22,26
2020-04-01,US,United States,Nebraska,US-NE,42,84,38,44,65,28
2020-04-02,US,United States,Nebraska,US-NE,41,90,0,36,21,31
2020-04-03,US,United States,Nebraska,US-NE,55,96,37,37,0,68
2020-04-04,US,United States,Nebraska,US-NE,54,82,43,49,0,100
2020-04-05,US,United States,Nebraska,US-NE,54,100,44,33,0,77
2020-01-01,US,United States,Nevada,US-NV,0,0,0,19,32,2
2020-01-02,US,United States,Nevada,US-NV,0,0,25,32,0,1
2020-01-03,US,United States,Nevada,US-NV,0,0,0,32,0,3
2020-01-04,US,United States,Nevada,US-NV,0,0,0,37,30,4
2020-01-05,US,United States,Nevada,US-NV,0,0,0,28,0,2
2020-01-06,US,United States,Nevada,US-NV,0,0,0,34,0,3
2020-01-07,US,United States,Nevada,US-NV,0,0,25,44,0,1
2020-01-08,US,United States,Nevada,US-NV,0,0,48,34,0,0
